,index,STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION,LAT_SCALED,LON_SCALED,TUPLES
713,805,WBAN:14916,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",1956-12-31,2018-08-18,North Dakota,United States,47.94280000000001,-97.1839,256.6,1,19,"(19, 1)"
715,810,WBAN:23066,"GRAND JUNCTION WALKER FIELD, CO US",1956-12-31,2018-08-18,Colorado,United States,39.1342,-108.54,1480.7,8,11,"(11, 8)"
717,812,WBAN:94992,"GRAND MARAIS, MN US",2005-12-31,2018-08-18,Minnesota,United States,47.74722,-90.34444,185.9,1,24,"(24, 1)"
720,815,WBAN:94919,"GRAND RAPIDS ITASCA CO AIRPORT, MN US",2005-12-31,2018-08-18,Minnesota,United States,47.21111,-93.50972,413.0,1,21,"(21, 1)"
721,816,WBAN:04999,"GRANITE FALLS MUNICIPAL AIRPORT LENZEN ROE MEMORIAL FIELD, MN US",2005-12-31,2018-08-18,Minnesota,United States,44.75333,-95.55611,319.1,3,20,"(20, 3)"
722,818,WBAN:00481,"GRANITE PEAK FILLMORE AIRPORT, UT US",2014-07-29,2018-08-17,Utah,United States,38.95813,-112.36313,1519.4,9,8,"(8, 9)"
723,819,WBAN:00387,"GRANT CO REGIONAL AIRPORT OGILVIE FIELD, OR US",2013-12-31,2018-08-18,Oregon,United States,44.4,-118.96700000000001,1127.2,4,3,"(3, 4)"
724,821,WBAN:93057,"GRANTS MILAN MUNICIPAL AIRPORT, NM US",1947-12-31,2018-08-18,New Mexico,United States,35.16528,-107.90222,1987.3,12,11,"(11, 12)"
725,822,WBAN:24201,"GRAY ARMY AIR FIELD, WA US",1960-05-31,2018-08-18,Washington,United States,47.08333,-122.58333,91.4,1,1,"(1, 1)"
727,824,WBAN:53967,"GRAYSON CO AIRPORT SHERMAN DENISON, TX US",2005-12-31,2018-08-18,Texas,United States,33.71417,-96.67361,228.3,13,19,"(19, 13)"
729,826,WBAN:24143,"GREAT FALLS AIRPORT, MT US",1956-12-31,2018-08-18,Montana,United States,47.4733,-111.3822,1116.8,1,9,"(9, 1)"
730,827,WBAN:04880,"GREATER KANKAKEE AIRPORT, IL US",2005-12-31,2018-08-18,Illinois,United States,41.121390000000005,-87.84611,191.7,7,25,"(25, 7)"
731,828,WBAN:24051,"GREELEY WELD CO AIRPORT, CO US",2005-12-31,2018-08-18,Colorado,United States,40.43556,-104.63194,1431.6,7,13,"(13, 7)"
732,829,WBAN:14898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",1949-12-31,2018-08-18,Wisconsin,United States,44.47940000000001,-88.1366,209.4,4,25,"(25, 4)"
733,832,WBAN:13723,"GREENSBORO AIRPORT, NC US",1945-10-31,2018-08-18,North Carolina,United States,36.09690000000001,-79.9432,271.3,11,31,"(31, 11)"
735,834,WBAN:13939,"GREENVILLE ASOS, MS US",1942-01-19,2018-08-18,Mississippi,United States,33.4825,-90.98528,39.0,13,23,"(23, 13)"
738,837,WBAN:63874,"GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US",2006-08-31,2018-08-18,Alabama,United States,31.84556,-86.61082999999998,137.5,15,26,"(26, 15)"
739,838,WBAN:94626,"GREENVILLE MAINE FORESTRY SERVICE, ME US",2005-12-31,2018-08-18,Maine,United States,45.46222,-69.59528,316.1,3,38,"(38, 3)"
740,839,WBAN:13926,"GREENVILLE MUNICIPAL AIRPORT MAJORS FIELD, TX US",2005-12-31,2018-08-18,Texas,United States,33.06778,-96.06528,163.1,14,19,"(19, 14)"
742,841,WBAN:53874,"GREENWOOD CO AIRPORT, SC US",2005-12-31,2018-08-18,South Carolina,United States,34.24861,-82.15916999999999,192.3,13,29,"(29, 13)"
743,842,WBAN:13978,"GREENWOOD LEFLORE AIRPORT, MS US",1943-02-04,2018-08-18,Mississippi,United States,33.496300000000005,-90.0866,40.5,13,24,"(24, 13)"
744,843,WBAN:24048,"GREYBULL SOUTH BIG HORN CO AIRPORT, WY US",2005-12-31,2018-08-18,Wyoming,United States,44.516940000000005,-108.08221999999999,1198.8,4,11,"(11, 4)"
745,844,WBAN:00339,"GRIFFIN SPALDING CO AIRPORT, GA US",2012-12-31,2018-08-18,Georgia,United States,33.227000000000004,-84.275,292.3,14,28,"(28, 14)"
746,845,WBAN:14976,"GRINNELL, IA US",2006-08-30,2018-08-18,Iowa,United States,41.71667,-92.7,307.2,6,22,"(22, 6)"
747,846,WBAN:03870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",1962-10-14,2018-08-18,South Carolina,United States,34.8842,-82.2209,287.4000000000001,12,29,"(29, 12)"
748,847,WBAN:54819,"GROSSE ILE MUNICIPAL AIRPORT, MI US",2005-12-31,2018-08-18,Michigan,United States,42.09861,-83.16111,178.9,6,29,"(29, 6)"
750,849,WBAN:53941,"GROVE MUNICIPAL AIRPORT, OK US",2005-12-31,2018-08-18,Oklahoma,United States,36.605,-94.73833,253.9,11,20,"(20, 11)"
752,851,WBAN:93874,"GULFPORT BILOXI AIRPORT, MS US",2004-12-31,2018-08-18,Mississippi,United States,30.411900000000006,-89.08080000000002,12.8,16,24,"(24, 16)"
754,854,WBAN:53913,"GUTHRIE MUNICIPAL AIRPORT, OK US",2005-12-31,2018-08-18,Oklahoma,United States,35.8517,-97.4142,325.5,11,19,"(19, 11)"
755,855,WBAN:03030,"GUYMON MUNICIPAL AIRPORT, OK US",2005-12-31,2018-08-18,Oklahoma,United States,36.681670000000004,-101.50528,951.9,11,16,"(16, 11)"
756,856,WBAN:94836,"GWINN K I SAWYER AFB, MI US",2005-12-31,2018-08-18,Michigan,United States,46.35,-87.4,372.2,2,26,"(26, 2)"
757,857,WBAN:00150,"GWINNER ROGER MELROE FIELD AIRPORT, ND US",2014-06-30,2018-08-18,North Dakota,United States,46.217,-97.633,386.2,2,18,"(18, 2)"
758,858,WBAN:00221,"H A CLARK MEMORIAL FIELD AIRPORT, AZ US",2013-12-31,2018-08-18,Arizona,United States,35.30000000000001,-112.2,2035.1,12,8,"(8, 12)"
759,859,WBAN:00186,"H L SONNY CALLAHAN AIRPORT, AL US",2013-12-31,2018-08-18,Alabama,United States,30.46,-87.87700000000002,28.0,16,25,"(25, 16)"
760,861,WBAN:93706,"HAGERSTOWN WASHINGTON CO REGIONAL AIRPORT, MD US",2005-12-31,2018-08-18,Maryland,United States,39.70778,-77.72972,212.8,8,32,"(32, 8)"
761,862,WBAN:94161,"HAILEY FRIEDMAN MEMORIAL AIRPORT, ID US",2005-12-31,2018-08-18,Idaho,United States,43.5,-114.3,1617.3,5,7,"(7, 5)"
763,864,WBAN:00231,"HALIFAX NORTHAMPTON REGIONAL AIRPORT, NC US",2013-12-31,2018-08-18,North Carolina,United States,36.33,-77.635,44.2,11,33,"(33, 11)"
764,865,WBAN:53938,"HALLIBURTON FIELD AIRPORT, OK US",2005-12-31,2018-08-18,Oklahoma,United States,34.47083,-97.95083000000001,339.2,12,18,"(18, 12)"
766,867,WBAN:53855,"HAMILTON BUTLER CO REGIONAL AIRPORT, OH US",2005-12-31,2018-08-18,Ohio,United States,39.36444,-84.52472,193.2,8,28,"(28, 8)"
767,868,WBAN:00357,"HAMILTON MUNICIPAL AIRPORT, TX US",2013-12-31,2018-08-18,Texas,United States,31.666,-98.149,396.2,15,18,"(18, 15)"
768,869,WBAN:03908,"HAMMOND MUNICIPAL AIRPORT, LA US",2005-12-31,2018-08-18,Louisiana,United States,30.52083,-90.4175,13.4,16,23,"(23, 16)"
769,870,WBAN:00154,"HAMPTON ROADS EXECUTIVE AIRPORT, VA US",2012-12-31,2018-08-18,Virginia,United States,36.783,-76.45,7.0,10,33,"(33, 10)"
770,871,WBAN:14858,"HANCOCK HOUGHTON CO AIRPORT, MI US",1956-12-31,2018-08-18,Michigan,United States,47.16861,-88.48889,333.8,1,25,"(25, 1)"
771,872,WBAN:53119,"HANFORD MUNICIPAL AIRPORT, CA US",2005-12-31,2018-08-18,California,United States,36.31889,-119.62888999999998,75.9,11,3,"(3, 11)"
772,874,WBAN:23170,"HANKSVILLE AIRPORT, UT US",1972-12-31,2018-08-18,Utah,United States,38.41667,-110.7,1355.1,9,9,"(9, 9)"
773,875,WBAN:00455,"HANNIBAL REGIONAL AIRPORT, MO US",2013-12-31,2018-08-18,Missouri,United States,39.72516,-91.44386,234.7,8,23,"(23, 8)"
774,876,WBAN:04884,"HARBOR SPRINGS AIRPORT, MI US",2005-12-31,2018-08-18,Michigan,United States,45.42556,-84.91333,206.3,3,27,"(27, 3)"
775,877,WBAN:04936,"HARLAN MUNICIPAL AIRPORT, IA US",2005-12-31,2018-08-18,Iowa,United States,41.58417,-95.33944,375.2,6,20,"(20, 6)"
777,879,WBAN:00159,"HARRIET ALEXANDER FIELD AIRPORT, CO US",2013-12-31,2018-08-18,Colorado,United States,38.533,-106.05,2294.2000000000007,9,12,"(12, 9)"
778,880,WBAN:14751,"HARRISBURG CAPITAL CITY AIRPORT, PA US",1956-12-31,2018-08-18,Pennsylvania,United States,40.217220000000005,-76.85139000000001,103.6,7,33,"(33, 7)"
780,883,WBAN:13971,"HARRISON BOONE CO AIRPORT, AR US",1946-07-31,2018-08-18,Arkansas,United States,36.2668,-93.1566,418.8,11,22,"(22, 11)"
781,884,WBAN:00431,"HARRISON CO AIRPORT, TX US",2012-12-31,2018-08-18,Texas,United States,32.5205,-94.3077,108.8,14,21,"(21, 14)"
783,886,WBAN:14752,"HARTFORD BRAINARD FIELD, CT US",1973-12-31,2018-08-18,Connecticut,United States,41.73611,-72.65056,5.8,6,36,"(36, 6)"
784,887,WBAN:00219,"HARTSVILLE REGIONAL AIRPORT, SC US",2012-12-31,2018-08-18,South Carolina,United States,34.4,-80.117,111.3,12,31,"(31, 12)"
785,888,WBAN:00322,"HARVEY MUNICIPAL AIRPORT, ND US",2014-07-30,2018-08-18,North Dakota,United States,47.783,-99.93299999999999,489.2,1,17,"(17, 1)"
787,890,WBAN:13833,"HATTIESBURG CHAIN MUNICIPAL AIRPORT, MS US",1942-08-19,2018-08-18,Mississippi,United States,31.281940000000002,-89.25305999999998,46.0,15,24,"(24, 15)"
789,892,WBAN:94012,"HAVRE AIRPORT ASOS, MT US",1961-01-31,2018-08-18,Montana,United States,48.5428,-109.7633,787.9,0,10,"(10, 0)"
790,893,WBAN:03167,"HAWTHORNE MUNICIPAL AIRPORT, CA US",2005-12-31,2018-08-18,California,United States,33.92278,-118.33417,19.2,13,4,"(4, 13)"
791,894,WBAN:94025,"HAYDEN YAMPA VALLEY AIRPORT, CO US",2005-12-31,2018-08-18,Colorado,United States,40.48111,-107.2175,2011.7,7,12,"(12, 7)"
792,895,WBAN:03968,"HAYS MUNICIPAL AIRPORT, KS US",2005-12-31,2018-08-18,Kansas,United States,38.85,-99.26667,609.0,9,17,"(17, 9)"
793,896,WBAN:93228,"HAYWARD AIR TERMINAL, CA US",1999-12-31,2018-08-18,California,United States,37.6542,-122.115,13.1,10,1,"(1, 10)"
794,897,WBAN:94973,"HAYWARD MUNICIPAL AIRPORT, WI US",2005-12-31,2018-08-18,Wisconsin,United States,46.02611,-91.44417,367.0,2,23,"(23, 2)"
796,899,WBAN:53973,"HEARNE MUNICIPAL AIRPORT, TX US",2005-12-31,2018-08-18,Texas,United States,30.871940000000002,-96.62222,86.9,16,19,"(19, 16)"
797,900,WBAN:00337,"HEART OF GEORGIA REGIONAL AIRPORT, GA US",2012-12-31,2018-08-18,Georgia,United States,32.214,-83.12799999999999,93.3,14,29,"(29, 14)"
798,903,WBAN:04998,"HEBRON MUNICIPAL AIRPORT, NE US",2005-12-31,2018-08-18,Nebraska,United States,40.14917,-97.58667,449.0,7,18,"(18, 7)"
799,904,WBAN:24144,"HELENA AIRPORT ASOS, MT US",1956-12-31,2018-08-18,Montana,United States,46.6056,-111.9636,1166.8,2,8,"(8, 2)"
800,905,WBAN:53886,"HENDERSON CITY CO AIRPORT, KY US",2005-12-31,2018-08-18,Kentucky,United States,37.8,-87.68333,118.0,10,25,"(25, 10)"
801,906,WBAN:03711,"HENDERSON OXFORD AIRPORT, NC US",2005-12-31,2018-08-18,North Carolina,United States,36.36139,-78.52888999999998,160.6,11,32,"(32, 11)"
802,907,WBAN:00250,"HENRY TIFT MYERS AIRPORT, GA US",2012-12-31,2018-08-18,Georgia,United States,31.429,-83.48899999999999,108.2,15,28,"(28, 15)"
803,908,WBAN:00129,"HEREFORD MUNICIPAL AIRPORT, TX US",2013-12-31,2018-08-18,Texas,United States,34.85,-102.333,1153.1,12,15,"(15, 12)"
804,909,WBAN:04113,"HERMISTON MUNICIPAL AIRPORT, OR US",2005-12-31,2018-08-18,Oregon,United States,45.82583,-119.26111000000002,195.4,3,3,"(3, 3)"
805,910,WBAN:94038,"HETTINGER MUNICIPAL AIRPORT, ND US",2005-12-31,2018-08-18,North Dakota,United States,46.01389,-102.65472,824.5,2,15,"(15, 2)"
806,911,WBAN:94931,"HIBBING CHISHOLM HIBBING AIRPORT, MN US",1971-12-31,2018-08-18,Minnesota,United States,47.386390000000006,-92.83889,412.1,1,22,"(22, 1)"
807,912,WBAN:03810,"HICKORY FAA AIRPORT, NC US",1972-12-31,2018-08-18,North Carolina,United States,35.74207,-81.38229,358.1,11,30,"(30, 11)"
808,913,WBAN:00306,HIGH ISLAND 179 OIL PLATFORM,2012-12-31,2018-08-18,,,29.183000000000003,-94.517,75.3,17,21,"(21, 17)"
809,914,WBAN:00260,HIGH ISLAND 376,2013-12-31,2018-08-18,,,27.962,-93.671,0.3,18,21,"(21, 18)"
810,916,WBAN:93990,"HILL CITY MUNICIPAL AIRPORT, KS US",1972-12-31,2018-08-18,Kansas,United States,39.37556,-99.82972,666.9,8,17,"(17, 8)"
811,917,WBAN:53972,"HILLSBORO MUNICIPAL AIRPORT, TX US",2005-12-31,2018-08-18,Texas,United States,32.08361,-97.09722,208.8,15,19,"(19, 15)"
813,919,WBAN:63837,"HILTON HEAD ISLAND AIRPORT, SC US",2005-12-31,2018-08-18,South Carolina,United States,32.21667,-80.7,7.3,14,30,"(30, 14)"
814,920,WBAN:93986,"HOBART MUNICIPAL AIRPORT, OK US",1972-12-31,2018-08-18,Oklahoma,United States,34.9894,-99.0525,474.3,12,17,"(17, 12)"
815,921,WBAN:93034,"HOBBS LEA CO AIRPORT, NM US",1942-10-31,2018-08-18,New Mexico,United States,32.6933,-103.2125,1114.0,14,14,"(14, 14)"
816,923,WBAN:04935,"HOLDREGE BREWSTER FIELD AIRPORT, NE US",2005-12-31,2018-08-18,Nebraska,United States,40.45,-99.33917,702.3000000000002,7,17,"(17, 7)"
818,925,WBAN:00392,"HOLLISTER MUNICIPAL AIRPORT, CA US",1945-02-28,2018-08-18,California,United States,36.9,-121.417,72.2,10,2,"(2, 10)"
819,926,WBAN:23002,"HOLLOMAN AFB, NM US",2006-01-02,2018-08-18,New Mexico,United States,32.85,-106.1,1267.4,14,12,"(12, 14)"
820,927,WBAN:23803,"HOLLY SPRINGS 4 N, MS US",2008-01-31,2018-08-16,Mississippi,United States,34.8223,-89.43480000000002,147.5,12,24,"(24, 12)"
821,928,WBAN:00163,"HOLYOKE AIRPORT, CO US",2013-12-31,2018-08-18,Colorado,United States,40.567,-102.267,1137.2,7,15,"(15, 7)"
822,929,WBAN:00128,"HOMERVILLE AIRPORT, GA US",2012-12-31,2018-08-18,Georgia,United States,31.055999999999997,-82.76700000000002,57.3,15,29,"(29, 15)"
823,930,WBAN:12962,"HONDO MUNICIPAL AIRPORT, TX US",1942-09-14,2018-08-18,Texas,United States,29.360100000000006,-99.1742,280.40000000000003,17,17,"(17, 17)"
824,931,WBAN:00429,"HOPKINS FIELD AIRPORT, CO US",2012-12-31,2018-08-18,Colorado,United States,38.23875,-108.56326999999999,1810.5,9,11,"(11, 9)"
825,932,WBAN:94225,"HOQUIAM BOWERMAN AIRPORT, WA US",1956-12-31,2018-08-18,Washington,United States,46.9727,-123.9302,3.7,2,0,"(0, 2)"
826,933,WBAN:00225,"HORSESHOE BAY RESORT AIRPORT, TX US",2012-12-31,2018-08-18,Texas,United States,30.533,-98.367,333.1,16,18,"(18, 16)"
827,934,WBAN:03962,"HOT SPRINGS ASOS, AR US",2005-12-31,2018-08-18,Arkansas,United States,34.29,-93.06,163.1,13,22,"(22, 13)"
828,935,WBAN:93757,"HOT SPRINGS INGALLS FIELD, VA US",2005-12-31,2018-08-18,Virginia,United States,37.95,-79.81667,1156.1,9,31,"(31, 9)"
830,937,WBAN:14609,"HOULTON AIRPORT, ME US",1999-12-31,2018-08-18,Maine,United States,46.1185,-67.7928,145.1,2,39,"(39, 2)"
831,938,WBAN:12927,"HOUMA TERREBONNE AIRPORT, LA US",2005-12-31,2018-08-18,Louisiana,United States,29.566390000000002,-90.66028,4.0,17,23,"(23, 17)"
840,948,WBAN:12918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1946-07-27,2018-08-18,Texas,United States,29.63806,-95.28194,13.4,17,20,"(20, 17)"
841,949,WBAN:04887,"HOWELL LIVINGSTON CO AIRPORT, MI US",2005-12-31,2018-08-18,Michigan,United States,42.62944,-83.98416999999998,287.7,5,28,"(28, 5)"
842,950,WBAN:00484,"HULETT MUNICIPAL AIRPORT, WY US",2014-07-30,2018-08-18,Wyoming,United States,44.66286,-104.56783,1300.0,4,13,"(13, 4)"
843,951,WBAN:53896,"HUNTINGBURG AIRPORT, IN US",2005-12-31,2018-08-18,Indiana,United States,38.24889,-86.95361,161.20000000000005,9,26,"(26, 9)"
844,952,WBAN:03860,"HUNTINGTON TRI STATE AIRPORT, WV US",1961-11-30,2018-08-18,West Virginia,United States,38.365,-82.555,251.2,9,29,"(29, 9)"
846,954,WBAN:63804,"HUNTSVILLE MADISON CO EXECUTIVE AIRPORT, AL US",2005-12-31,2018-08-18,Alabama,United States,34.86139,-86.55722,230.1,12,26,"(26, 12)"
847,955,WBAN:53903,"HUNTSVILLE MUNICIPAL AIRPORT, TX US",2005-12-31,2018-08-18,Texas,United States,30.743890000000004,-95.58611,111.6,16,20,"(20, 16)"
848,956,WBAN:14936,"HURON REGIONAL AIRPORT, SD US",1956-12-31,2018-08-18,South Dakota,United States,44.3981,-98.2231,390.1,4,18,"(18, 4)"
849,957,WBAN:13986,"HUTCHINSON MUNICIPAL AIRPORT, KS US",1945-01-31,2018-08-18,Kansas,United States,38.06528,-97.86056,470.3,9,18,"(18, 9)"
850,958,WBAN:04933,"HUTCHINSON MUNICIPAL BUTLER FIELD AIRPORT, MN US",2005-12-31,2018-08-18,Minnesota,United States,44.85889,-94.38167,323.1,3,21,"(21, 3)"
851,959,WBAN:00291,"HUTSON FIELD AIRPORT, ND US",2013-12-31,2018-08-18,North Dakota,United States,48.405,-97.371,251.2,0,19,"(19, 0)"
852,960,WBAN:94720,"HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US",2005-12-31,2018-08-18,Massachusetts,United States,41.66861,-70.28,16.8,6,38,"(38, 6)"
853,961,WBAN:53990,"IDABEL MCCURTAIN CO REGIONAL AIRPORT, OK US",2005-12-31,2018-08-18,Oklahoma,United States,33.909440000000004,-94.85944,143.9,13,20,"(20, 13)"
854,962,WBAN:00452,"IDAHO CO AIRPORT, ID US",2013-12-31,2018-08-18,Idaho,United States,45.94255,-116.12341,1010.1,2,5,"(5, 2)"
855,963,WBAN:24145,"IDAHO FALLS FANNING FIELD, ID US",1956-12-31,2018-08-18,Idaho,United States,43.51639,-112.06722,1441.4,5,8,"(8, 5)"
857,965,WBAN:93115,"IMPERIAL BEACH REAM FIELD NAS, CA US",1956-12-31,2018-08-18,California,United States,32.56667,-117.11667,7.3,14,5,"(5, 14)"
858,966,WBAN:03144,"IMPERIAL CO AIRPORT, CA US",2005-12-31,2018-08-18,California,United States,32.83417,-115.57861000000001,-17.7,14,6,"(6, 14)"
859,967,WBAN:24091,"IMPERIAL MUNICIPAL AIRPORT, NE US",1973-03-31,2018-08-18,Nebraska,United States,40.51,-101.62,996.1,7,16,"(16, 7)"
861,969,WBAN:00141,"INDEPENDENCE MUNICIPAL AIRPORT, KS US",1944-01-31,2018-08-18,Kansas,United States,37.158,-95.77799999999999,251.2,10,20,"(20, 10)"
862,971,WBAN:23141,"INDIAN SPRINGS, NV US",1963-09-02,2018-08-18,Nevada,United States,36.58333,-115.68333,951.9,11,6,"(6, 11)"
863,972,WBAN:64706,"INDIANA J STEWART, PA US",2005-12-31,2018-08-18,Pennsylvania,United States,40.63333,-79.10000000000002,428.2,7,31,"(31, 7)"
866,975,WBAN:93819,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",1942-10-05,2018-08-18,Indiana,United States,39.72517,-86.28168000000001,241.1,8,26,"(26, 8)"
867,977,WBAN:14918,"INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US",1956-12-31,2018-08-18,Minnesota,United States,48.5614,-93.3981,360.6,0,21,"(21, 0)"
868,978,WBAN:00377,"INVERNESS AIRPORT, FL US",2012-12-31,2018-08-18,Florida,United States,28.816999999999997,-82.31700000000002,15.2,17,29,"(29, 17)"
869,980,WBAN:00240,"IONIA CO AIRPORT, MI US",2014-07-30,2018-08-18,Michigan,United States,42.938,-85.061,249.0,5,27,"(27, 5)"
870,981,WBAN:14937,"IOWA CITY MUNICIPAL AIRPORT, IA US",1997-01-22,2018-08-18,Iowa,United States,41.63278,-91.54306,198.1,6,23,"(23, 6)"
871,982,WBAN:54941,"IOWA FALLS MUNICIPAL AIRPORT, IA US",2013-06-20,2018-08-18,Iowa,United States,42.47138,-93.20707,346.6,5,22,"(22, 5)"
873,984,WBAN:94926,"IRONWOOD, MI US",2005-12-31,2018-08-18,Michigan,United States,46.53333,-90.13333,374.9,2,24,"(24, 2)"
874,985,WBAN:04997,"ISEDOR IVERSON AIRPORT, MN US",2005-12-31,2018-08-18,Minnesota,United States,46.61889,-93.30972,374.3,2,21,"(21, 2)"
875,986,WBAN:04781,"ISLIP LI MACARTHUR AIRPORT, NY US",1972-12-31,2018-08-18,New York,United States,40.7939,-73.10170000000002,25.6,7,36,"(36, 7)"
876,988,WBAN:94761,"ITHACA TOMPKINS CNTY, NY US",2005-12-31,2018-08-18,New York,United States,42.48333,-76.46667,335.0,5,33,"(33, 5)"
877,989,WBAN:00464,"J DOUGLAS BAKE MEMORIAL AIRPORT, WI US",2014-07-30,2018-08-18,Wisconsin,United States,44.87405,-87.90977,184.4,3,25,"(25, 3)"
878,990,WBAN:00216,"JACK BARSTOW AIRPORT, MI US",2013-12-31,2018-08-18,Michigan,United States,43.663,-84.26100000000002,194.2,4,28,"(28, 4)"
879,991,WBAN:00394,"JACKSON CO AIRPORT, GA US",2013-12-31,2018-08-17,Georgia,United States,34.147,-83.561,290.2,13,28,"(28, 13)"
881,993,WBAN:24166,"JACKSON HOLE AIRPORT, WY US",2005-12-31,2018-08-17,Wyoming,United States,43.6,-110.73333000000001,1956.5,4,9,"(9, 4)"
882,994,WBAN:03940,"JACKSON INTERNATIONAL AIRPORT, MS US",1942-08-31,2018-08-18,Mississippi,United States,32.3205,-90.0777,100.6,14,24,"(24, 14)"
883,995,WBAN:03889,"JACKSON JULIAN CARROLL AIRPORT, KY US",1973-01-01,2018-08-18,Kentucky,United States,37.591390000000004,-83.31443999999998,416.1,10,29,"(29, 10)"
884,996,WBAN:03811,"JACKSON MCKELLAR SIPES AIRPORT, TN US",1972-12-31,2018-08-18,Tennessee,United States,35.593,-88.9167,132.0,11,25,"(25, 11)"
885,997,WBAN:04946,"JACKSON MUNICIPAL AIRPORT, MN US",2005-12-31,2018-08-18,Minnesota,United States,43.65,-94.98639,440.7,4,20,"(20, 4)"
886,998,WBAN:14833,"JACKSON REYNOLDS FIELD, MI US",1972-12-31,2018-08-18,Michigan,United States,42.2667,-84.4667,304.2,6,28,"(28, 6)"
887,999,WBAN:93753,"JACKSONVILLE ALBERT ELLIS AIRPORT, NC US",2005-12-31,2018-08-18,North Carolina,United States,34.83333,-77.61667,29.3,12,33,"(33, 12)"
